,xpos,ypos,zpos,zrot,yrot,xrot
0,0.1469325461912854,0.0029858002292572775,0.3443796782152911,0.11315166929149073,0.6305812502483298,0.8087192749904945
1,0.0,0.0,0.0,0.2704289102085836,1.5677201073429425,0.028708895213912802
2,0.0,0.0,0.0,0.030499345856017376,1.3908354431887564,0.7663213961343682
3,0.0,0.0,0.0,0.14175766563553763,0.46652929801586757,0.0008602376433891884
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.24792000069128445,0.40472385828806,0.046562918527027125
6,0.0,0.0,0.0,0.025670652248758405,0.8154605558417368,0.7787744177374195
7,0.0,0.0,0.0,0.1624854358131604,0.2019311762358181,4.967036584457715e-05
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.1322260487476712,0.264309303990522,0.5455133065195914
10,0.0,0.0,0.0,0.00545334332615865,0.04680698883581219,0.013507020175008438
11,0.0,0.0,0.0,0.005340600551391313,0.046747181795390905,0.013378333875724263
12,0.0,0.0,0.0,49.74423058643181,0.05606141196236781,13.326203509402143
13,0.0,0.0,0.0,46.881979080251355,289.3686853868844,355.2126003912677
14,0.0,0.0,0.0,932.6899941297096,205.3604091272278,1620.8860008948948
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.005949738954536318,0.0326806490744381,0.005862652338452556,245.30615886995,24.50741189283058,101.78292960315494
17,0.00425674723933126,0.029812586364685555,0.03715927674876366,76.42064418682504,371.8440570123888,31.776000334122266
18,0.0003543118152509983,0.0010317610260741625,0.018817813775707445,0.6788723082569492,24.63879334311896,122.80585752720165
19,0.0007982075639563372,0.0005874496267144106,0.004142043386978197,1.575008382028315,31.652342120520593,263.7949619971859
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.024475485996814164,0.02392934017065176,0.005254490573484778,246.74309498645152,10.95190531947541,45.40257475677958
22,0.015066139251755041,0.0016344031776055412,0.00012326054033512973,341.7677858893503,1.743604463800486,4.514963074460327
23,0.011383246732663945,0.003647128110568147,0.00012159371700529289,139.0156668440834,1.3002281915357419,0.3935248006820523
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.010614498559095622,0.10561025475888541,0.006670732231287326,723.518563933094,7.966839404125257,26.431222573521804
26,0.24765316673028887,0.019017068650350834,0.001412654695508776,1225.983379714408,1.7490487179256942,18.99456941802713
27,0.008765272310313005,0.002225306810558762,0.0004796803383096689,347.20893601339793,1.9770219282392556,0.8782183752708785
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.2073211654605798,0.17131579135432387,0.02530698269900764,791.8207531772265,21.43460383473842,50.050870893429135
30,0.03539544932171372,0.22817425621175014,0.0011261771738847444,2176.306115714594,9.259193369814357,59.36496974746296
31,0.02767082198269896,0.0008414059981609994,0.0009800583514631386,272.03385093611024,6.941921515697863,3.5371198275615545
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.010309641284448957,0.051170529399190895,0.007307649959179651,573.4735438078396,32.633834219475425,151.57278223067436
34,0.01452713753747678,0.017448930131982267,0.001238124111567986,892.7068828866295,12.887632437550163,45.02784004272424
35,0.004571279412845127,0.0011465399667554153,0.0009334489674237269,292.9931176684147,4.5335191865551705,48.77502051879074
36,0.0,0.0,0.0,3.353862098785803,0.03493417989808974,1.699566788832583
37,0.0,0.0,0.0,23.290625848661538,223.7130231246407,81.3611502447215
38,0.0,0.0,0.0,1091.615670997457,101.81722583727654,1443.4198813025898
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.004678760731060015,0.011431526227018133,0.0036574274184494613,109.59379654422199,12.465168617920101,91.24609552769498
41,0.0002449574112494463,0.008586412993821945,0.00340438503523675,97.54602016000024,294.12024881256895,27.845892821411233
42,0.003403690527432491,0.0010059702686864176,0.023225535056338252,2.019639906814061,12.171237024960162,63.665459552380305
43,1.1242663775649183e-05,1.56843332689785e-05,0.00027644950292656125,6.980976030980546,5.873377900894154,115.59038728152636
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.03265215016854915,0.009168445515471416,0.015629320923089347,220.92271535422938,6.153696632775324,21.618334130998655
46,0.02850782102299942,0.009215430144301108,0.0019466671018543492,689.8480319131495,17.55461480399368,3.1206590007109285
47,0.005547767794834011,0.004005081020236189,0.00306631656050432,257.21569158451405,20.591496665714807,23.033098213553973
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0636895056641013,0.07748724605018942,0.005417786552402822,577.0562900256797,4.964301466840774,10.972118305230953
50,0.06860871438099549,0.1283101783350823,0.0024380006067120986,1706.5512995644663,10.709610275212986,27.99745022083836
51,0.02286964573917202,0.0004060143302858855,0.00046112942961450376,80.96329488933695,6.328143376440532,5.902409417350822
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.12051018838829278,0.04250395239788227,0.017887720832187374,647.0454195372563,23.330834121339006,40.49274936523291
54,0.019430665637988048,0.05844224240359984,0.00045708322295019607,1637.479256959709,7.848139126308497,54.156150300157904
55,0.020984463116458057,0.00026807149122667483,0.00025030393419643083,60.50782756609359,4.363609358317865,6.083865650005737
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.006058142699022305,0.05611339138880087,0.005294418354212063,574.8591426247945,104.05848030122854,116.84196742786867
58,0.03368043543243978,0.03908256841515773,0.00041081447549072775,971.1229738210137,3.5845770062677915,45.70910170690521
59,0.0018661864365111976,0.004535347405330534,0.0010163591028928725,372.21800025600174,7.976404889757135,60.8734961752678
60,0.0,0.0,0.0,1.8260447617808182,18.48130035012887,2.380139693746368
61,0.0,0.0,0.0,5.582734023119113,17.437584973781025,8.624284922948137
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.00018606044952627275,0.002508780336959206,0.08360224589274741,0.03201446188405043,9.18670553391154,0.0072592630152392085
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0007795590396420341,0.02237082500270289,0.00016249527371599683,0.023156882382243546,9.18748516836497,0.0008089254240043116
71,0.00010450184179224384,9.887810886364164e-05,0.0005710074457117374,0.0,0.0,0.0
72,0.017737241333454338,0.05036056936739602,0.023364979769327467,0.023137058593696108,9.187849767985902,0.00044353737635933696
73,0.00865024528584936,0.04614188256692159,0.0,0.02317213114036731,9.18730785760721,0.0009871602565282996
74,0.010342587176044055,0.010210670417163488,0.01067993709231015,0.023236489196126066,9.181928320040809,0.006381188594675627
75,0.00027554947274957445,0.004948859889638604,0.00011182910963590034,0.023141400975571155,9.186983725137,0.0013125011625663278
76,0.0002550431555407037,0.007867489567500805,0.0014137441654304497,0.023105186122505998,9.187494010010543,0.000800406068328937
77,0.016795726884906048,0.05008439863634889,0.028515108059602477,0.023138040435058294,9.187868511180767,0.0004251163394409272
78,0.007974815148530984,0.04174747421009918,0.0,0.023010918522185102,9.171017840219735,0.01732692701369164
79,0.010890546946199906,0.006750010454181831,0.010691294800116057,0.023073642530286573,9.188086284747156,0.00020625146638504564
80,0.00014091412923167464,0.004030019442499505,0.00016374340621326782,0.023158083418515215,9.1867060972181,0.0015913775001241868
81,0.00023221507712680416,0.006857901055938114,0.0015381808880528273,0.023103569908831206,9.187623168394035,0.0006704558741043948
82,0.0008793104545718064,0.06340251951271006,0.002311149030359539,0.0,0.0,0.0
83,0.0010025059376044033,0.07188679488049851,0.0024942205975099657,0.0,0.0,0.0
84,0.0006663905248753473,0.0409456115938175,0.00010670229785291358,0.0,0.0,0.0
85,0.00286415793487015,9.791310122741744e-05,0.004578193896575719,0.0,0.0,0.0
86,0.0002679753367083868,0.0002908959448013169,1.0641066310240045e-05,0.0,0.0,0.0
87,0.0009705042134303612,0.018521902816089262,0.00012204777901537199,0.0,0.0,0.0
88,0.007111209369045872,0.003091247511546743,0.007064466040664548,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0
90,1.7640559052718663e-05,0.0009982507372892295,0.00023178044899878827,0.0,0.0,0.0
91,0.00016863687108624944,0.0005930727732008834,6.856584658520522e-05,0.0,0.0,0.0
92,0.0010030778514398691,0.01079626255508581,0.0029593267912774424,0.0,0.0,0.0
93,0.002927769263419775,0.04458664538229309,0.0005225188855611387,0.0,0.0,0.0
94,9.951418329469291e-05,0.0001075109621136995,0.0,0.0,0.0,0.0
95,0.0013793656055631185,0.0002494916427662187,0.0008875418693156634,0.0,0.0,0.0
96,0.0020958294981103308,0.01751839161404422,0.00013945895695651101,0.0,0.0,0.0
97,0.011980002113760106,0.0018645296833582244,0.006035716055048157,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,2.1370235162495973e-05,0.0012118707387836925,0.00028551933962030614,0.0,0.0,0.0
100,0.0001431574508359249,0.0004909919750699247,9.801332448701726e-05,0.0,0.0,0.0
101,0.0033292721018907696,0.016843489947530994,0.007010531904254843,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0012594118669779866,0.002687126750468774,0.008459491993817524,0.0,0.0,0.0
104,0.0,0.0,0.0,0.004075456117987249,2.6336068748925965,1.5551334812585227
105,0.0,0.0,0.0,0.004025019077676963,2.5861172659851555,1.5559053361979804
106,0.0,0.0,0.0,0.0,0.0,0.0
